GroupSize,DeltaValue,Percentile,SharedMovies
2,0.334,44.7,525
2,0.334,44.7,154
2,0.334,44.7,154
2,0.335,44.7,109
2,0.335,44.7,109
2,0.335,44.6,106
2,0.335,44.6,106
2,0.335,44.6,306
2,0.335,44.6,306
2,0.335,44.6,1172
2,0.335,44.6,1172
2,0.336,44.6,584
2,0.336,44.6,584
2,0.336,44.6,216
2,0.336,44.6,216
2,0.336,44.5,1882
2,0.336,44.5,1882
2,0.336,44.5,259
2,0.336,44.5,259
2,0.336,44.5,64
2,0.336,44.5,64
2,0.336,44.5,439
2,0.336,44.5,439
2,0.336,44.5,122
2,0.336,44.5,122
2,0.336,44.4,183
2,0.336,44.4,183
2,0.336,44.4,61
2,0.336,44.4,61
2,0.337,44.4,101
2,0.337,44.4,101
2,0.337,44.4,196
2,0.337,44.4,196
2,0.337,44.4,95
2,0.337,44.3,95
2,0.337,44.3,362
2,0.337,44.3,362
2,0.338,44.3,120
2,0.338,44.3,120
2,0.338,44.3,117
2,0.338,44.3,117
2,0.338,44.3,194
2,0.338,44.3,194
2,0.338,44.3,1688
2,0.338,44.2,1688
2,0.338,44.2,484
2,0.338,44.2,484
2,0.338,44.2,108
2,0.338,44.2,108
2,0.338,44.2,358
2,0.338,44.2,358
2,0.338,44.2,358
2,0.338,44.2,358
2,0.338,44.2,284
2,0.338,44.1,284
2,0.338,44.1,105
2,0.338,44.1,105
2,0.338,44.1,167
2,0.338,44.1,167
2,0.338,44.1,229
2,0.338,44.1,229
2,0.338,44.1,489
2,0.338,44.1,489
2,0.339,44.1,934
2,0.339,44.0,934
2,0.339,44.0,252
2,0.339,44.0,252
2,0.340,44.0,215
2,0.340,44.0,215
2,0.340,44.0,122
2,0.340,44.0,122
2,0.340,44.0,526
2,0.340,44.0,526
2,0.340,44.0,401
2,0.340,43.9,401
2,0.340,43.9,1473
2,0.340,43.9,1473
2,0.341,43.9,427
2,0.341,43.9,427
2,0.341,43.9,626
2,0.341,43.9,626
2,0.341,43.9,151
2,0.341,43.9,151
2,0.341,43.9,85
2,0.341,43.8,85
2,0.341,43.8,1288
2,0.341,43.8,1288
2,0.341,43.8,315
2,0.341,43.8,315
2,0.341,43.8,328
2,0.341,43.8,328
2,0.342,43.8,183
2,0.342,43.8,183
2,0.342,43.8,221
2,0.342,43.7,221
2,0.342,43.7,275
2,0.342,43.7,275
2,0.342,43.7,291
2,0.342,43.7,291
2,0.342,43.7,38
2,0.342,43.7,38
2,0.342,43.7,891
2,0.342,43.7,891
2,0.342,43.7,584
2,0.342,43.6,584
2,0.343,43.6,200
2,0.343,43.6,200
2,0.343,43.6,251
2,0.343,43.6,251
2,0.343,43.6,452
2,0.343,43.6,452
2,0.343,43.6,624
2,0.343,43.6,624
2,0.343,43.6,121
2,0.343,43.5,121
2,0.343,43.5,344
2,0.343,43.5,344
2,0.344,43.5,208
2,0.344,43.5,208
2,0.344,43.5,80
2,0.344,43.5,80
2,0.344,43.5,80
2,0.344,43.5,80
2,0.344,43.5,317
2,0.344,43.4,317
2,0.344,43.4,237
2,0.344,43.4,237
2,0.344,43.4,519
2,0.344,43.4,519
2,0.344,43.4,491
2,0.344,43.4,491
2,0.344,43.4,122
2,0.344,43.4,122
2,0.344,43.4,533
2,0.344,43.3,533
2,0.344,43.3,379
2,0.344,43.3,379
2,0.345,43.3,74
2,0.345,43.3,74
2,0.345,43.3,235
2,0.345,43.3,235
2,0.345,43.3,232
2,0.345,43.3,232
2,0.345,43.3,187
2,0.345,43.2,187
2,0.345,43.2,501
2,0.345,43.2,501
2,0.345,43.2,110
2,0.345,43.2,110
2,0.345,43.2,233
2,0.345,43.2,233
2,0.346,43.2,191
2,0.346,43.2,191
2,0.346,43.2,327
2,0.346,43.1,327
2,0.346,43.1,379
2,0.346,43.1,379
2,0.346,43.1,467
2,0.346,43.1,467
2,0.346,43.1,637
2,0.346,43.1,637
2,0.346,43.1,286
2,0.346,43.1,286
2,0.346,43.0,221
2,0.346,43.0,221
2,0.346,43.0,306
2,0.346,43.0,306
2,0.347,43.0,728
2,0.347,43.0,728
2,0.347,43.0,307
2,0.347,43.0,307
2,0.348,43.0,823
2,0.348,43.0,823
2,0.348,42.9,2479
2,0.348,42.9,2479
2,0.348,42.9,23
2,0.348,42.9,23
2,0.348,42.9,776
2,0.348,42.9,776
2,0.348,42.9,171
2,0.348,42.9,171
2,0.348,42.9,214
2,0.348,42.9,214
2,0.348,42.8,488
2,0.348,42.8,488
2,0.348,42.8,99
2,0.348,42.8,99
2,0.349,42.8,1226
2,0.349,42.8,1226
2,0.349,42.8,427
2,0.349,42.8,427
2,0.350,42.8,236
2,0.350,42.8,236
2,0.350,42.7,143
2,0.350,42.7,143
2,0.350,42.7,286
2,0.350,42.7,286
2,0.350,42.7,250
2,0.350,42.7,250
2,0.350,42.7,10
2,0.350,42.7,10
2,0.350,42.7,20
2,0.350,42.7,20
2,0.350,42.6,40
2,0.350,42.6,40
2,0.350,42.6,387
2,0.350,42.6,387
2,0.350,42.6,277
2,0.350,42.6,277
2,0.350,42.6,381
2,0.350,42.6,381
2,0.351,42.6,251
2,0.351,42.6,251
2,0.351,42.5,251
2,0.351,42.5,251
2,0.351,42.5,492
2,0.351,42.5,492
2,0.351,42.5,134
2,0.351,42.5,134
2,0.351,42.5,563
2,0.351,42.5,563
2,0.351,42.5,520
2,0.351,42.5,520
2,0.351,42.4,104
2,0.351,42.4,104
2,0.351,42.4,212
2,0.351,42.4,212
2,0.351,42.4,202
2,0.351,42.4,202
2,0.352,42.4,664
2,0.352,42.4,664
2,0.352,42.4,169
2,0.352,42.4,169
2,0.352,42.3,683
2,0.352,42.3,683
2,0.352,42.3,115
2,0.352,42.3,115
2,0.352,42.3,1737
2,0.352,42.3,1737
2,0.352,42.3,105
2,0.352,42.3,105
2,0.353,42.3,156
2,0.353,42.3,156
2,0.353,42.2,34
2,0.353,42.2,34
2,0.353,42.2,259
2,0.353,42.2,259
2,0.354,42.2,413
2,0.354,42.2,413
2,0.354,42.2,41
2,0.354,42.2,41
2,0.354,42.2,123
2,0.354,42.2,123
2,0.354,42.1,24
2,0.354,42.1,24
2,0.354,42.1,24
2,0.354,42.1,24
2,0.354,42.1,24
2,0.354,42.1,24
2,0.354,42.1,271
2,0.354,42.1,271
2,0.354,42.1,182
2,0.354,42.1,182
2,0.355,42.0,716
2,0.355,42.0,716
2,0.355,42.0,286
2,0.355,42.0,286
2,0.355,42.0,417
2,0.355,42.0,417
2,0.355,42.0,339
2,0.355,42.0,339
2,0.356,42.0,149
2,0.356,42.0,149
2,0.356,41.9,52
2,0.356,41.9,52
2,0.356,41.9,430
2,0.356,41.9,430
2,0.356,41.9,503
2,0.356,41.9,503
2,0.356,41.9,681
2,0.356,41.9,681
2,0.356,41.9,174
2,0.356,41.9,174
2,0.356,41.8,174
2,0.356,41.8,174
2,0.356,41.8,275
2,0.356,41.8,275
2,0.357,41.8,157
2,0.357,41.8,157
2,0.357,41.8,897
2,0.357,41.8,897
2,0.357,41.8,385
2,0.357,41.8,385
2,0.357,41.7,326
2,0.357,41.7,326
2,0.358,41.7,695
2,0.358,41.7,695
2,0.358,41.7,902
2,0.358,41.7,902
2,0.358,41.7,148
2,0.358,41.7,148
2,0.358,41.7,215
2,0.358,41.6,215
2,0.358,41.6,1699
2,0.358,41.6,1699
2,0.358,41.6,342
2,0.358,41.6,342
2,0.358,41.6,60
2,0.358,41.6,60
2,0.359,41.6,124
2,0.359,41.6,124
2,0.360,41.6,107
2,0.360,41.5,107
2,0.361,41.5,1324
2,0.361,41.5,1324
2,0.361,41.5,61
2,0.361,41.5,61
2,0.361,41.5,144
2,0.361,41.5,144
2,0.361,41.5,339
2,0.361,41.5,339
2,0.361,41.5,462
2,0.361,41.4,462
2,0.362,41.4,401
2,0.362,41.4,401
2,0.362,41.4,600
2,0.362,41.4,600
2,0.362,41.4,575
2,0.362,41.4,575
2,0.362,41.4,804
2,0.362,41.4,804
2,0.362,41.4,961
2,0.362,41.3,961
2,0.363,41.3,710
2,0.363,41.3,710
2,0.363,41.3,168
2,0.363,41.3,168
2,0.363,41.3,179
2,0.363,41.3,179
2,0.363,41.3,380
2,0.363,41.3,380
2,0.363,41.3,702
2,0.363,41.2,702
2,0.363,41.2,567
2,0.363,41.2,567
2,0.364,41.2,11
2,0.364,41.2,11
2,0.364,41.2,198
2,0.364,41.2,198
2,0.364,41.2,514
2,0.364,41.2,514
2,0.364,41.2,213
2,0.364,41.1,213
2,0.364,41.1,309
2,0.364,41.1,309
2,0.365,41.1,111
2,0.365,41.1,111
2,0.365,41.1,148
2,0.365,41.1,148
2,0.365,41.1,189
2,0.365,41.1,189
2,0.365,41.1,241
2,0.365,41.0,241
2,0.365,41.0,52
2,0.365,41.0,52
2,0.365,41.0,26
2,0.365,41.0,26
2,0.366,41.0,421
2,0.366,41.0,421
2,0.366,41.0,41
2,0.366,41.0,41
2,0.366,41.0,306
2,0.366,40.9,306
2,0.366,40.9,534
2,0.366,40.9,534
2,0.366,40.9,71
2,0.366,40.9,71
2,0.366,40.9,337
2,0.366,40.9,337
2,0.366,40.9,176
2,0.366,40.9,176
2,0.367,40.9,900
2,0.367,40.8,900
2,0.367,40.8,225
2,0.367,40.8,225
2,0.367,40.8,1525
2,0.367,40.8,1525
2,0.367,40.8,188
2,0.367,40.8,188
2,0.367,40.8,143
2,0.367,40.8,143
2,0.367,40.8,245
2,0.367,40.7,245
2,0.367,40.7,147
2,0.367,40.7,147
2,0.368,40.7,487
2,0.368,40.7,487
2,0.368,40.7,68
2,0.368,40.7,68
2,0.368,40.7,204
2,0.368,40.7,204
2,0.368,40.7,87
2,0.368,40.6,87
2,0.368,40.6,235
2,0.368,40.6,235
2,0.368,40.6,1228
2,0.368,40.6,1228
2,0.369,40.6,160
2,0.369,40.6,160
2,0.369,40.6,191
2,0.369,40.6,191
2,0.370,40.6,483
2,0.370,40.5,483
2,0.370,40.5,69
2,0.370,40.5,69
2,0.370,40.5,211
2,0.370,40.5,211
2,0.370,40.5,495
2,0.370,40.5,495
2,0.370,40.5,631
2,0.370,40.5,631
2,0.370,40.5,258
2,0.370,40.4,258
2,0.370,40.4,104
2,0.370,40.4,104
2,0.370,40.4,571
2,0.370,40.4,571
2,0.371,40.4,213
2,0.371,40.4,213
2,0.371,40.4,368
2,0.371,40.4,368
2,0.371,40.4,66
2,0.371,40.3,66
2,0.371,40.3,311
2,0.371,40.3,311
2,0.372,40.3,277
2,0.372,40.3,277
2,0.372,40.3,496
2,0.372,40.3,496
2,0.372,40.3,1685
2,0.372,40.3,1685
2,0.372,40.2,196
2,0.372,40.2,196
2,0.373,40.2,102
2,0.373,40.2,102
2,0.373,40.2,688
2,0.373,40.2,688
2,0.373,40.2,354
2,0.373,40.2,354
2,0.373,40.2,185
2,0.373,40.2,185
2,0.373,40.1,390
2,0.373,40.1,390
2,0.373,40.1,331
2,0.373,40.1,331
2,0.373,40.1,205
2,0.373,40.1,205
2,0.373,40.1,233
2,0.373,40.1,233
2,0.374,40.1,514
2,0.374,40.1,514
2,0.374,40.0,277
2,0.374,40.0,277
2,0.374,40.0,214
2,0.374,40.0,214
2,0.374,40.0,107
2,0.374,40.0,107
2,0.374,40.0,2270
2,0.374,40.0,2270
2,0.374,40.0,870
2,0.374,40.0,870
2,0.375,39.9,380
2,0.375,39.9,380
2,0.375,39.9,72
2,0.375,39.9,72
2,0.375,39.9,192
2,0.375,39.9,192
2,0.376,39.9,760
2,0.376,39.9,760
2,0.376,39.9,471
2,0.376,39.9,471
2,0.376,39.8,105
2,0.376,39.8,105
2,0.376,39.8,97
2,0.376,39.8,97
2,0.376,39.8,182
2,0.376,39.8,182
2,0.376,39.8,1610
2,0.376,39.8,1610
2,0.377,39.8,1066
2,0.377,39.8,1066
2,0.377,39.7,830
2,0.377,39.7,830
2,0.377,39.7,228
2,0.377,39.7,228
2,0.377,39.7,110
2,0.377,39.7,110
2,0.377,39.7,159
2,0.377,39.7,159
2,0.377,39.7,714
2,0.377,39.7,714
2,0.378,39.6,335
2,0.378,39.6,335
2,0.378,39.6,572
2,0.378,39.6,572
2,0.378,39.6,372
2,0.378,39.6,372
2,0.378,39.6,45
2,0.378,39.6,45
2,0.378,39.6,315
2,0.378,39.6,315
2,0.378,39.5,266
2,0.378,39.5,266
2,0.378,39.5,131
2,0.378,39.5,131
2,0.378,39.5,844
2,0.378,39.5,844
2,0.378,39.5,641
2,0.378,39.5,641
2,0.379,39.5,367
2,0.379,39.5,367
2,0.379,39.4,974
2,0.379,39.4,974
2,0.379,39.4,252
2,0.379,39.4,252
2,0.379,39.4,579
2,0.379,39.4,579
2,0.380,39.4,710
2,0.380,39.4,710
2,0.380,39.4,104
2,0.380,39.4,104
2,0.380,39.3,564
2,0.380,39.3,564
2,0.380,39.3,493
2,0.380,39.3,493
2,0.380,39.3,138
2,0.380,39.3,138
2,0.381,39.3,113
2,0.381,39.3,113
2,0.381,39.3,109
2,0.381,39.3,109
2,0.381,39.2,130
2,0.381,39.2,130
2,0.381,39.2,21
2,0.381,39.2,21
2,0.381,39.2,42
2,0.381,39.2,42
2,0.381,39.2,244
2,0.381,39.2,244
2,0.381,39.2,223
2,0.381,39.2,223
2,0.382,39.1,190
2,0.382,39.1,190
2,0.382,39.1,360
2,0.382,39.1,360
2,0.382,39.1,411
2,0.382,39.1,411
2,0.382,39.1,250
2,0.382,39.1,250
2,0.382,39.1,285
2,0.382,39.1,285
2,0.383,39.0,379
2,0.383,39.0,379
2,0.383,39.0,196
2,0.383,39.0,196
2,0.383,39.0,398
2,0.383,39.0,398
2,0.383,39.0,107
2,0.383,39.0,107
2,0.383,39.0,60
2,0.383,39.0,60
2,0.383,38.9,60
2,0.383,38.9,60
2,0.383,38.9,30
2,0.383,38.9,30
2,0.383,38.9,343
2,0.383,38.9,343
2,0.383,38.9,326
2,0.383,38.9,326
2,0.383,38.9,442
2,0.383,38.8,442
2,0.384,38.8,219
2,0.384,38.8,219
2,0.384,38.8,892
2,0.384,38.8,892
2,0.384,38.8,1005
2,0.384,38.8,1005
2,0.384,38.8,449
2,0.384,38.8,449
2,0.384,38.8,717
2,0.384,38.7,717
2,0.384,38.7,121
2,0.384,38.7,121
2,0.385,38.7,13
2,0.385,38.7,13
2,0.385,38.7,182
2,0.385,38.7,182
2,0.385,38.7,117
2,0.385,38.7,117
2,0.385,38.7,1328
2,0.385,38.6,1328
2,0.385,38.6,401
2,0.385,38.6,401
2,0.385,38.6,816
2,0.385,38.6,816
2,0.386,38.6,83
2,0.386,38.6,83
2,0.386,38.6,162
2,0.386,38.6,162
2,0.386,38.6,285
2,0.386,38.5,285
2,0.386,38.5,1322
2,0.386,38.5,1322
2,0.386,38.5,602
2,0.386,38.5,602
2,0.386,38.5,348
2,0.386,38.5,348
2,0.387,38.5,667
2,0.387,38.5,667
2,0.387,38.5,84
2,0.387,38.4,84
2,0.387,38.4,173
2,0.387,38.4,173
2,0.387,38.4,253
2,0.387,38.4,253
2,0.387,38.4,302
2,0.387,38.4,302
2,0.387,38.4,231
2,0.387,38.4,231
2,0.388,38.4,432
2,0.388,38.3,432
2,0.388,38.3,98
2,0.388,38.3,98
2,0.388,38.3,245
2,0.388,38.3,245
2,0.389,38.3,108
2,0.389,38.3,108
2,0.389,38.3,135
2,0.389,38.3,135
2,0.389,38.3,180
2,0.389,38.2,180
2,0.389,38.2,9
2,0.389,38.2,9
2,0.389,38.2,225
2,0.389,38.2,225
2,0.389,38.2,1104
2,0.389,38.2,1104
2,0.389,38.2,199
2,0.389,38.2,199
2,0.390,38.2,154
2,0.390,38.1,154
2,0.390,38.1,422
2,0.390,38.1,422
2,0.390,38.1,191
2,0.390,38.1,191
2,0.390,38.1,1392
2,0.390,38.1,1392
2,0.390,38.1,405
2,0.390,38.1,405
2,0.390,38.1,164
2,0.390,38.0,164
2,0.391,38.0,233
2,0.391,38.0,233
2,0.391,38.0,256
2,0.391,38.0,256
2,0.391,38.0,188
2,0.391,38.0,188
2,0.391,38.0,101
2,0.391,38.0,101
2,0.391,38.0,1600
2,0.391,37.9,1600
2,0.391,37.9,529
2,0.391,37.9,529
2,0.391,37.9,322
2,0.391,37.9,322
2,0.391,37.9,686
2,0.391,37.9,686
2,0.392,37.9,309
2,0.392,37.9,309
2,0.392,37.9,148
2,0.392,37.8,148
2,0.392,37.8,343
2,0.392,37.8,343
2,0.392,37.8,696
2,0.392,37.8,696
2,0.393,37.8,242
2,0.393,37.8,242
2,0.393,37.8,14
2,0.393,37.8,14
2,0.393,37.8,28
2,0.393,37.7,28
2,0.393,37.7,304
2,0.393,37.7,304
2,0.393,37.7,3018
2,0.393,37.7,3018
2,0.393,37.7,295
2,0.393,37.7,295
2,0.393,37.7,253
2,0.393,37.7,253
2,0.394,37.7,179
2,0.394,37.6,179
2,0.394,37.6,685
2,0.394,37.6,685
2,0.394,37.6,567
2,0.394,37.6,567
2,0.394,37.6,251
2,0.394,37.6,251
2,0.395,37.6,337
2,0.395,37.6,337
2,0.395,37.6,485
2,0.395,37.5,485
2,0.395,37.5,619
2,0.395,37.5,619
2,0.395,37.5,124
2,0.395,37.5,124
2,0.395,37.5,62
2,0.395,37.5,62
2,0.395,37.5,105
2,0.395,37.5,105
2,0.395,37.4,129
2,0.395,37.4,129
2,0.396,37.4,48
2,0.396,37.4,48
2,0.396,37.4,101
2,0.396,37.4,101
2,0.397,37.4,378
2,0.397,37.4,378
2,0.397,37.4,858
2,0.397,37.4,858
2,0.397,37.3,2018
2,0.397,37.3,2018
2,0.397,37.3,199
2,0.397,37.3,199
2,0.397,37.3,34
2,0.397,37.3,34
2,0.397,37.3,117
2,0.397,37.3,117
2,0.397,37.3,117
2,0.397,37.3,117
2,0.398,37.2,1407
2,0.398,37.2,1407
2,0.398,37.2,88
2,0.398,37.2,88
2,0.398,37.2,98
2,0.398,37.2,98
2,0.398,37.2,520
2,0.398,37.2,520
2,0.398,37.2,1080
2,0.398,37.2,1080
2,0.399,37.1,69
2,0.399,37.1,69
2,0.399,37.1,1174
2,0.399,37.1,1174
2,0.399,37.1,153
2,0.399,37.1,153
2,0.399,37.1,163
2,0.399,37.1,163
2,0.399,37.1,124
2,0.399,37.1,124
2,0.399,37.0,253
2,0.399,37.0,253
2,0.399,37.0,139
2,0.399,37.0,139
2,0.399,37.0,725
2,0.399,37.0,725
2,0.399,37.0,179
2,0.399,37.0,179
2,0.399,37.0,184
2,0.399,37.0,184
2,0.400,36.9,394
2,0.400,36.9,394
2,0.400,36.9,15
2,0.400,36.9,15
2,0.400,36.9,255
2,0.400,36.9,255
2,0.400,36.9,10
2,0.400,36.9,10
2,0.400,36.9,10
2,0.400,36.9,10
2,0.400,36.8,130
2,0.400,36.8,130
2,0.400,36.8,330
2,0.400,36.8,330
2,0.400,36.8,608
2,0.400,36.8,608
2,0.401,36.8,171
2,0.401,36.8,171
2,0.401,36.8,786
2,0.401,36.8,786
2,0.401,36.7,268
2,0.401,36.7,268
2,0.401,36.7,157
2,0.401,36.7,157
2,0.401,36.7,76
2,0.401,36.7,76
2,0.402,36.7,112
2,0.402,36.7,112
2,0.402,36.7,138
2,0.402,36.7,138
2,0.402,36.6,41
2,0.402,36.6,41
2,0.402,36.6,123
2,0.402,36.6,123
2,0.403,36.6,672
2,0.403,36.6,672
2,0.403,36.6,370
2,0.403,36.6,370
2,0.403,36.6,221
2,0.403,36.6,221
2,0.403,36.5,103
2,0.403,36.5,103
2,0.403,36.5,67
2,0.403,36.5,67
2,0.403,36.5,392
2,0.403,36.5,392
2,0.403,36.5,702
2,0.403,36.5,702
2,0.403,36.5,403
2,0.403,36.5,403
2,0.403,36.4,88
2,0.403,36.4,88
2,0.403,36.4,321
2,0.403,36.4,321
2,0.404,36.4,249
2,0.404,36.4,249
2,0.404,36.4,73
2,0.404,36.4,73
2,0.404,36.4,193
2,0.404,36.4,193
2,0.405,36.3,42
2,0.405,36.3,42
2,0.405,36.3,74
2,0.405,36.3,74
2,0.406,36.3,101
2,0.406,36.3,101
2,0.406,36.3,251
2,0.406,36.3,251
2,0.406,36.3,219
2,0.406,36.3,219
2,0.407,36.2,91
2,0.407,36.2,91
2,0.407,36.2,209
2,0.407,36.2,209
2,0.407,36.2,215
2,0.407,36.2,215
2,0.407,36.2,81
2,0.407,36.2,81
2,0.407,36.2,335
2,0.407,36.2,335
2,0.407,36.1,481
2,0.407,36.1,481
2,0.408,36.1,157
2,0.408,36.1,157
2,0.408,36.1,314
2,0.408,36.1,314
2,0.408,36.1,201
2,0.408,36.1,201
2,0.408,36.1,326
2,0.408,36.0,326
2,0.408,36.0,136
2,0.408,36.0,136
2,0.408,36.0,577
2,0.408,36.0,577
2,0.408,36.0,109
2,0.408,36.0,109
2,0.408,36.0,496
2,0.408,36.0,496
2,0.409,36.0,110
2,0.409,35.9,110
2,0.409,35.9,22
2,0.409,35.9,22
2,0.409,35.9,11
2,0.409,35.9,11
2,0.409,35.9,314
2,0.409,35.9,314
2,0.409,35.9,392
2,0.409,35.9,392
2,0.410,35.9,843
2,0.410,35.8,843
2,0.410,35.8,294
2,0.410,35.8,294
2,0.410,35.8,128
2,0.410,35.8,128
2,0.410,35.8,770
2,0.410,35.8,770
2,0.411,35.8,28
2,0.411,35.8,28
2,0.411,35.8,1569
2,0.411,35.7,1569
2,0.411,35.7,253
2,0.411,35.7,253
2,0.411,35.7,344
2,0.411,35.7,344
2,0.411,35.7,316
2,0.411,35.7,316
2,0.412,35.7,221
2,0.412,35.7,221
2,0.412,35.7,68
2,0.412,35.6,68
2,0.412,35.6,91
2,0.412,35.6,91
2,0.412,35.6,137
2,0.412,35.6,137
2,0.412,35.6,40
2,0.412,35.6,40
2,0.413,35.6,103
2,0.413,35.6,103
2,0.413,35.6,1456
2,0.413,35.5,1456
2,0.413,35.5,288
2,0.413,35.5,288
2,0.414,35.5,596
2,0.414,35.5,596
2,0.414,35.5,197
2,0.414,35.5,197
2,0.414,35.5,29
2,0.414,35.5,29
2,0.414,35.5,267
2,0.414,35.4,267
2,0.414,35.4,535
2,0.414,35.4,535
2,0.414,35.4,327
2,0.414,35.4,327
2,0.414,35.4,374
2,0.414,35.4,374
2,0.414,35.4,152
2,0.414,35.4,152
2,0.415,35.4,234
2,0.415,35.3,234
2,0.415,35.3,433
2,0.415,35.3,433
2,0.415,35.3,41
2,0.415,35.3,41
2,0.415,35.3,246
2,0.415,35.3,246
2,0.415,35.3,325
2,0.415,35.3,325
2,0.415,35.3,207
2,0.415,35.2,207
2,0.416,35.2,113
2,0.416,35.2,113
2,0.416,35.2,125
2,0.416,35.2,125
2,0.416,35.2,770
2,0.416,35.2,770
2,0.417,35.2,509
2,0.417,35.2,509
2,0.417,35.2,18
2,0.417,35.1,18
2,0.417,35.1,18
2,0.417,35.1,18
2,0.417,35.1,1345
2,0.417,35.1,1345
2,0.417,35.1,373
2,0.417,35.1,373
2,0.417,35.1,223
2,0.417,35.1,223
2,0.417,35.1,1329
2,0.417,35.0,1329
2,0.417,35.0,441
2,0.417,35.0,441
2,0.417,35.0,206
2,0.417,35.0,206
2,0.418,35.0,152
2,0.418,35.0,152
2,0.418,35.0,116
2,0.418,35.0,116
2,0.418,35.0,171
2,0.418,34.9,171
2,0.418,34.9,373
2,0.418,34.9,373
2,0.418,34.9,380
2,0.418,34.9,380
2,0.419,34.9,43
2,0.419,34.9,43
2,0.419,34.9,596
2,0.419,34.9,596
2,0.419,34.9,320
2,0.419,34.8,320
2,0.419,34.8,154
2,0.419,34.8,154
2,0.419,34.8,148
2,0.419,34.8,148
2,0.419,34.8,37
2,0.419,34.8,37
2,0.419,34.8,173
2,0.419,34.8,173
2,0.419,34.8,31
2,0.419,34.7,31
2,0.419,34.7,217
2,0.419,34.7,217
2,0.420,34.7,261
2,0.420,34.7,261
2,0.420,34.7,137
2,0.420,34.7,137
2,0.420,34.7,362
2,0.420,34.7,362
2,0.420,34.6,413
2,0.420,34.6,413
2,0.420,34.6,816
2,0.420,34.6,816
2,0.420,34.6,88
2,0.420,34.6,88
2,0.421,34.6,1276
2,0.421,34.6,1276
2,0.421,34.6,158
2,0.421,34.6,158
2,0.421,34.5,76
2,0.421,34.5,76
2,0.421,34.5,356
2,0.421,34.5,356
2,0.422,34.5,408
2,0.422,34.5,408
2,0.422,34.5,428
2,0.422,34.5,428
2,0.422,34.5,294
2,0.422,34.5,294
2,0.422,34.4,32
2,0.422,34.4,32
2,0.422,34.4,192
2,0.422,34.4,192
2,0.422,34.4,167
2,0.422,34.4,167
2,0.422,34.4,424
2,0.422,34.4,424
2,0.422,34.4,585
2,0.422,34.4,585
2,0.422,34.3,418
2,0.422,34.3,418
2,0.422,34.3,232
2,0.422,34.3,232
2,0.423,34.3,71
2,0.423,34.3,71
2,0.423,34.3,155
2,0.423,34.3,155
2,0.423,34.3,13
2,0.423,34.3,13
2,0.423,34.2,65
2,0.423,34.2,65
2,0.423,34.2,241
2,0.423,34.2,241
2,0.423,34.2,150
2,0.423,34.2,150
2,0.423,34.2,437
2,0.423,34.2,437
2,0.424,34.2,256
2,0.424,34.2,256
2,0.424,34.1,125
2,0.424,34.1,125
2,0.424,34.1,336
2,0.424,34.1,336
2,0.424,34.1,402
2,0.424,34.1,402
2,0.424,34.1,198
2,0.424,34.1,198
2,0.424,34.1,2934
2,0.424,34.1,2934
2,0.424,34.0,86
2,0.424,34.0,86
2,0.425,34.0,544
2,0.425,34.0,544
2,0.425,34.0,240
2,0.425,34.0,240
2,0.425,34.0,100
2,0.425,34.0,100
2,0.425,34.0,201
2,0.425,34.0,201
2,0.426,33.9,760
2,0.426,33.9,760
2,0.426,33.9,310
2,0.426,33.9,310
2,0.426,33.9,27
2,0.426,33.9,27
2,0.427,33.9,341
2,0.427,33.9,341
2,0.427,33.9,41
2,0.427,33.9,41
2,0.427,33.8,41
2,0.427,33.8,41
2,0.427,33.8,55
2,0.427,33.8,55
2,0.428,33.8,1298
2,0.428,33.8,1298
2,0.428,33.8,1024
2,0.428,33.8,1024
2,0.428,33.8,383
2,0.428,33.8,383
2,0.428,33.7,209
2,0.428,33.7,209
2,0.428,33.7,697
2,0.428,33.7,697
2,0.428,33.7,279
2,0.428,33.7,279
2,0.429,33.7,21
2,0.429,33.7,21
2,0.429,33.7,14
2,0.429,33.7,14
2,0.429,33.6,7
2,0.429,33.6,7
2,0.430,33.6,142
2,0.430,33.6,142
2,0.430,33.6,228
2,0.430,33.6,228
2,0.430,33.6,100
2,0.430,33.6,100
2,0.430,33.6,1824
2,0.430,33.6,1824
2,0.430,33.5,244
2,0.430,33.5,244
2,0.430,33.5,848
2,0.430,33.5,848
2,0.430,33.5,647
2,0.430,33.5,647
2,0.432,33.5,110
2,0.432,33.5,110
2,0.432,33.5,323
2,0.432,33.5,323
2,0.432,33.4,59
2,0.432,33.4,59
2,0.432,33.4,111
2,0.432,33.4,111
2,0.433,33.4,230
2,0.433,33.4,230
2,0.433,33.4,156
2,0.433,33.4,156
2,0.433,33.4,186
2,0.433,33.4,186
2,0.433,33.3,82
2,0.433,33.3,82
2,0.433,33.3,179
2,0.433,33.3,179
2,0.433,33.3,127
2,0.433,33.3,127
2,0.433,33.3,360
2,0.433,33.3,360
2,0.433,33.3,60
2,0.433,33.2,60
2,0.433,33.2,518
2,0.433,33.2,518
2,0.434,33.2,196
2,0.434,33.2,196
2,0.434,33.2,121
2,0.434,33.2,121
2,0.434,33.2,462
2,0.434,33.2,462
2,0.434,33.2,485
2,0.434,33.1,485
2,0.435,33.1,298
2,0.435,33.1,298
2,0.435,33.1,346
2,0.435,33.1,346
2,0.435,33.1,185
2,0.435,33.1,185
2,0.435,33.1,1680
2,0.435,33.1,1680
2,0.436,33.1,287
2,0.436,33.0,287
2,0.436,33.0,202
