GroupSize,DeltaValue,Percentile,SharedMovies
2,0.000,100.0,407
2,0.000,100.0,407
2,0.000,100.0,21
2,0.000,100.0,21
2,0.000,100.0,11
2,0.000,99.9,11
2,0.000,99.9,405
2,0.000,99.9,405
2,0.000,99.9,7
2,0.000,99.9,7
2,0.000,99.9,5
2,0.000,99.9,5
2,0.000,99.9,225
2,0.000,99.9,225
2,0.000,99.9,8
2,0.000,99.8,8
2,0.000,99.8,21
2,0.000,99.8,21
2,0.000,99.8,412
2,0.000,99.8,412
2,0.000,99.8,10
2,0.000,99.8,10
2,0.000,99.8,280
2,0.000,99.8,280
2,0.000,99.8,75
2,0.000,99.7,75
2,0.000,99.7,15
2,0.000,99.7,15
2,0.000,99.7,121
2,0.000,99.7,121
2,0.000,99.7,136
2,0.000,99.7,136
2,0.000,99.7,1103
2,0.000,99.7,1103
2,0.001,99.7,550
2,0.001,99.6,550
2,0.001,99.6,437
2,0.001,99.6,437
2,0.001,99.6,764
2,0.001,99.6,764
2,0.001,99.6,1815
2,0.001,99.6,1815
2,0.002,99.6,921
2,0.002,99.6,921
2,0.002,99.6,457
2,0.002,99.5,457
2,0.002,99.5,448
2,0.002,99.5,448
2,0.003,99.5,796
2,0.003,99.5,796
2,0.003,99.5,782
2,0.003,99.5,782
2,0.003,99.5,375
2,0.003,99.5,375
2,0.003,99.5,930
2,0.003,99.4,930
2,0.003,99.4,171
2,0.003,99.4,171
2,0.003,99.4,1005
2,0.003,99.4,1005
2,0.003,99.4,162
2,0.003,99.4,162
2,0.003,99.4,317
2,0.003,99.4,317
2,0.003,99.4,146
2,0.003,99.3,146
2,0.003,99.3,286
2,0.003,99.3,286
2,0.004,99.3,282
2,0.004,99.3,282
2,0.004,99.3,271
2,0.004,99.3,271
2,0.004,99.3,539
2,0.004,99.3,539
2,0.004,99.3,799
2,0.004,99.2,799
2,0.004,99.2,131
2,0.004,99.2,131
2,0.004,99.2,260
2,0.004,99.2,260
2,0.004,99.2,249
2,0.004,99.2,249
2,0.004,99.2,118
2,0.004,99.2,118
2,0.004,99.2,115
2,0.004,99.1,115
2,0.004,99.1,339
2,0.004,99.1,339
2,0.005,99.1,108
2,0.005,99.1,108
2,0.005,99.1,316
2,0.005,99.1,316
2,0.005,99.1,508
2,0.005,99.1,508
2,0.005,99.1,200
2,0.005,99.0,200
2,0.005,99.0,296
2,0.005,99.0,296
2,0.005,99.0,292
2,0.005,99.0,292
2,0.005,99.0,94
2,0.005,99.0,94
2,0.005,99.0,188
2,0.005,99.0,188
2,0.005,99.0,2003
2,0.005,98.9,2003
2,0.006,98.9,90
2,0.006,98.9,90
2,0.006,98.9,346
2,0.006,98.9,346
2,0.006,98.9,338
2,0.006,98.9,338
2,0.006,98.9,338
2,0.006,98.9,338
2,0.006,98.9,83
2,0.006,98.8,83
2,0.006,98.8,245
2,0.006,98.8,245
2,0.006,98.8,78
2,0.006,98.8,78
2,0.007,98.8,531
2,0.007,98.8,531
2,0.007,98.8,373
2,0.007,98.8,373
2,0.007,98.8,296
2,0.007,98.7,296
2,0.007,98.7,1107
2,0.007,98.7,1107
2,0.007,98.7,439
2,0.007,98.7,439
2,0.007,98.7,365
2,0.007,98.7,365
2,0.007,98.7,140
2,0.007,98.7,140
2,0.007,98.7,350
2,0.007,98.6,350
2,0.007,98.6,140
2,0.007,98.6,140
2,0.007,98.6,140
2,0.007,98.6,140
2,0.007,98.6,136
2,0.007,98.6,136
2,0.007,98.6,270
2,0.007,98.6,270
2,0.007,98.5,402
2,0.007,98.5,402
2,0.008,98.5,656
2,0.008,98.5,656
2,0.008,98.5,195
2,0.008,98.5,195
2,0.008,98.5,321
2,0.008,98.5,321
2,0.008,98.5,448
2,0.008,98.5,448
2,0.008,98.4,249
2,0.008,98.4,249
2,0.008,98.4,183
2,0.008,98.4,183
2,0.008,98.4,120
2,0.008,98.4,120
2,0.008,98.4,478
2,0.008,98.4,478
2,0.008,98.4,1546
2,0.008,98.4,1546
2,0.008,98.3,295
2,0.008,98.3,295
2,0.009,98.3,58
2,0.009,98.3,58
2,0.009,98.3,400
2,0.009,98.3,400
2,0.009,98.3,956
2,0.009,98.3,956
2,0.009,98.3,668
2,0.009,98.3,668
2,0.009,98.2,222
2,0.009,98.2,222
2,0.009,98.2,1437
2,0.009,98.2,1437
2,0.009,98.2,1160
2,0.009,98.2,1160
2,0.009,98.2,55
2,0.009,98.2,55
2,0.009,98.2,220
2,0.009,98.2,220
2,0.009,98.1,110
2,0.009,98.1,110
2,0.009,98.1,1373
2,0.009,98.1,1373
2,0.009,98.1,708
2,0.009,98.1,708
2,0.009,98.1,1249
2,0.009,98.1,1249
2,0.009,98.1,428
2,0.009,98.1,428
2,0.009,98.0,160
2,0.009,98.0,160
2,0.009,98.0,532
2,0.009,98.0,532
2,0.009,98.0,319
2,0.009,98.0,319
2,0.010,98.0,421
2,0.010,98.0,421
2,0.010,98.0,105
2,0.010,98.0,105
2,0.010,97.9,315
2,0.010,97.9,315
2,0.010,97.9,260
2,0.010,97.9,260
2,0.010,97.9,1374
2,0.010,97.9,1374
2,0.010,97.9,699
2,0.010,97.9,699
2,0.010,97.9,387
2,0.010,97.9,387
2,0.011,97.8,761
2,0.011,97.8,761
2,0.011,97.8,190
2,0.011,97.8,190
2,0.011,97.8,469
2,0.011,97.8,469
2,0.011,97.8,273
2,0.011,97.8,273
2,0.011,97.8,90
2,0.011,97.8,90
2,0.011,97.7,266
2,0.011,97.7,266
2,0.011,97.7,133
2,0.011,97.7,133
2,0.011,97.7,307
2,0.011,97.7,307
2,0.012,97.7,1978
2,0.012,97.7,1978
2,0.012,97.7,1199
2,0.012,97.7,1199
2,0.012,97.6,597
2,0.012,97.6,597
2,0.012,97.6,339
2,0.012,97.6,339
2,0.012,97.6,126
2,0.012,97.6,126
2,0.012,97.6,414
2,0.012,97.6,414
2,0.012,97.6,406
2,0.012,97.6,406
2,0.013,97.5,40
2,0.013,97.5,40
2,0.013,97.5,118
2,0.013,97.5,118
2,0.013,97.5,783
2,0.013,97.5,783
2,0.013,97.5,77
2,0.013,97.5,77
2,0.013,97.5,269
2,0.013,97.5,269
2,0.013,97.4,153
2,0.013,97.4,153
2,0.013,97.4,266
2,0.013,97.4,266
2,0.013,97.4,114
2,0.013,97.4,114
2,0.013,97.4,1087
2,0.013,97.4,1087
2,0.013,97.4,187
2,0.013,97.4,187
2,0.014,97.3,185
2,0.014,97.3,185
2,0.014,97.3,619
2,0.014,97.3,619
2,0.014,97.3,3284
2,0.014,97.3,3284
2,0.014,97.3,814
2,0.014,97.3,814
2,0.014,97.3,35
2,0.014,97.3,35
2,0.014,97.2,70
2,0.014,97.2,70
2,0.015,97.2,308
2,0.015,97.2,308
2,0.015,97.2,170
2,0.015,97.2,170
2,0.015,97.2,135
2,0.015,97.2,135
2,0.015,97.2,1019
2,0.015,97.1,1019
2,0.015,97.1,355
2,0.015,97.1,355
2,0.016,97.1,2596
2,0.016,97.1,2596
2,0.016,97.1,32
2,0.016,97.1,32
2,0.016,97.1,190
2,0.016,97.1,190
2,0.016,97.1,253
2,0.016,97.0,253
2,0.016,97.0,595
2,0.016,97.0,595
2,0.016,97.0,122
2,0.016,97.0,122
2,0.016,97.0,213
2,0.016,97.0,213
2,0.017,97.0,452
2,0.017,97.0,452
2,0.017,97.0,331
2,0.017,96.9,331
2,0.017,96.9,60
2,0.017,96.9,60
2,0.017,96.9,30
2,0.017,96.9,30
2,0.017,96.9,238
2,0.017,96.9,238
2,0.017,96.9,89
2,0.017,96.9,89
2,0.017,96.9,326
2,0.017,96.8,326
2,0.017,96.8,263
2,0.017,96.8,263
2,0.017,96.8,115
2,0.017,96.8,115
2,0.018,96.8,314
2,0.018,96.8,314
2,0.018,96.8,428
2,0.018,96.8,428
2,0.018,96.8,28
2,0.018,96.7,28
2,0.018,96.7,140
2,0.018,96.7,140
2,0.018,96.7,84
2,0.018,96.7,84
2,0.018,96.7,252
2,0.018,96.7,252
2,0.018,96.7,607
2,0.018,96.7,607
2,0.018,96.7,137
2,0.018,96.6,137
2,0.019,96.6,644
2,0.019,96.6,644
2,0.019,96.6,134
2,0.019,96.6,134
2,0.019,96.6,320
2,0.019,96.6,320
2,0.019,96.6,53
2,0.019,96.6,53
2,0.019,96.6,418
2,0.019,96.5,418
2,0.019,96.5,26
2,0.019,96.5,26
2,0.019,96.5,104
2,0.019,96.5,104
2,0.019,96.5,830
2,0.019,96.5,830
2,0.019,96.5,207
2,0.019,96.5,207
2,0.019,96.5,155
2,0.019,96.4,155
2,0.019,96.4,1442
2,0.019,96.4,1442
2,0.020,96.4,102
2,0.020,96.4,102
2,0.020,96.4,102
2,0.020,96.4,102
2,0.020,96.4,431
2,0.020,96.4,431
2,0.020,96.4,507
2,0.020,96.3,507
2,0.020,96.3,961
2,0.020,96.3,961
2,0.020,96.3,101
2,0.020,96.3,101
2,0.020,96.3,453
2,0.020,96.3,453
2,0.020,96.3,1886
2,0.020,96.3,1886
2,0.020,96.3,502
2,0.020,96.2,502
2,0.020,96.2,577
2,0.020,96.2,577
2,0.020,96.2,50
2,0.020,96.2,50
2,0.020,96.2,50
2,0.020,96.2,50
2,0.020,96.2,25
2,0.020,96.2,25
2,0.020,96.2,175
2,0.020,96.1,175
2,0.020,96.1,75
2,0.020,96.1,75
2,0.020,96.1,474
2,0.020,96.1,474
2,0.020,96.1,972
2,0.020,96.1,972
2,0.020,96.1,299
2,0.020,96.1,299
2,0.020,96.1,249
2,0.020,96.0,249
2,0.020,96.0,199
2,0.020,96.0,199
2,0.020,96.0,719
2,0.020,96.0,719
2,0.020,96.0,148
2,0.020,96.0,148
2,0.020,96.0,444
2,0.020,96.0,444
2,0.020,96.0,74
2,0.020,95.9,74
2,0.020,95.9,197
2,0.020,95.9,197
2,0.021,95.9,365
2,0.021,95.9,365
2,0.021,95.9,340
2,0.021,95.9,340
2,0.021,95.9,1132
2,0.021,95.9,1132
2,0.021,95.9,48
2,0.021,95.8,48
2,0.021,95.8,72
2,0.021,95.8,72
2,0.021,95.8,312
2,0.021,95.8,312
2,0.021,95.8,934
2,0.021,95.8,934
2,0.021,95.8,359
2,0.021,95.8,359
2,0.021,95.7,263
2,0.021,95.7,263
2,0.021,95.7,977
2,0.021,95.7,977
2,0.021,95.7,284
2,0.021,95.7,284
2,0.021,95.7,47
2,0.021,95.7,47
2,0.021,95.7,47
2,0.021,95.7,47
2,0.021,95.6,652
2,0.021,95.6,652
2,0.022,95.6,279
2,0.022,95.6,279
2,0.022,95.6,162
2,0.022,95.6,162
2,0.022,95.6,254
2,0.022,95.6,254
2,0.022,95.6,138
2,0.022,95.6,138
2,0.022,95.5,230
2,0.022,95.5,230
2,0.022,95.5,851
2,0.022,95.5,851
2,0.022,95.5,361
2,0.022,95.5,361
2,0.022,95.5,45
2,0.022,95.5,45
2,0.022,95.5,448
2,0.022,95.5,448
2,0.022,95.4,537
2,0.022,95.4,537
2,0.023,95.4,244
2,0.023,95.4,244
2,0.023,95.4,266
2,0.023,95.4,266
2,0.023,95.4,265
2,0.023,95.4,265
2,0.023,95.4,262
2,0.023,95.4,262
2,0.023,95.3,370
2,0.023,95.3,370
2,0.023,95.3,281
2,0.023,95.3,281
2,0.023,95.3,517
2,0.023,95.3,517
2,0.023,95.3,86
2,0.023,95.3,86
2,0.023,95.3,322
2,0.023,95.3,322
2,0.023,95.2,300
2,0.023,95.2,300
2,0.023,95.2,557
2,0.023,95.2,557
2,0.024,95.2,85
2,0.024,95.2,85
2,0.024,95.2,614
2,0.024,95.2,614
2,0.024,95.2,867
2,0.024,95.2,867
2,0.024,95.1,401
2,0.024,95.1,401
2,0.024,95.1,105
2,0.024,95.1,105
2,0.024,95.1,147
2,0.024,95.1,147
2,0.024,95.1,542
2,0.024,95.1,542
2,0.024,95.1,208
2,0.024,95.1,208
2,0.024,95.0,104
2,0.024,95.0,104
2,0.024,95.0,726
2,0.024,95.0,726
2,0.024,95.0,1822
2,0.024,95.0,1822
2,0.024,95.0,350
2,0.024,95.0,350
2,0.024,95.0,41
2,0.024,95.0,41
2,0.024,94.9,143
2,0.024,94.9,143
2,0.025,94.9,142
2,0.025,94.9,142
2,0.025,94.9,483
2,0.025,94.9,483
2,0.025,94.9,201
2,0.025,94.9,201
2,0.025,94.9,481
2,0.025,94.9,481
2,0.025,94.8,80
2,0.025,94.8,80
2,0.025,94.8,120
2,0.025,94.8,120
2,0.025,94.8,400
2,0.025,94.8,400
2,0.025,94.8,257
2,0.025,94.8,257
2,0.025,94.8,355
2,0.025,94.8,355
2,0.026,94.7,39
2,0.026,94.7,39
2,0.026,94.7,234
2,0.026,94.7,234
2,0.026,94.7,155
2,0.026,94.7,155
2,0.026,94.7,58
2,0.026,94.7,58
2,0.026,94.7,58
2,0.026,94.7,58
2,0.026,94.6,442
2,0.026,94.6,442
2,0.026,94.6,383
2,0.026,94.6,383
2,0.026,94.6,248
2,0.026,94.6,248
2,0.026,94.6,265
2,0.026,94.6,265
2,0.026,94.6,737
2,0.026,94.6,737
2,0.027,94.5,245
2,0.027,94.5,245
2,0.027,94.5,1496
2,0.027,94.5,1496
2,0.027,94.5,798
2,0.027,94.5,798
2,0.027,94.5,833
2,0.027,94.5,833
2,0.027,94.5,37
2,0.027,94.5,37
2,0.027,94.4,535
2,0.027,94.4,535
2,0.027,94.4,809
2,0.027,94.4,809
2,0.027,94.4,421
2,0.027,94.4,421
2,0.027,94.4,984
2,0.027,94.4,984
2,0.028,94.4,509
2,0.028,94.3,509
2,0.028,94.3,254
2,0.028,94.3,254
2,0.028,94.3,217
2,0.028,94.3,217
2,0.028,94.3,469
2,0.028,94.3,469
2,0.028,94.3,90
2,0.028,94.3,90
2,0.028,94.3,665
2,0.028,94.2,665
2,0.028,94.2,211
2,0.028,94.2,211
2,0.028,94.2,158
2,0.028,94.2,158
2,0.029,94.2,263
2,0.029,94.2,263
2,0.029,94.2,122
2,0.029,94.2,122
2,0.029,94.2,173
2,0.029,94.1,173
2,0.029,94.1,966
2,0.029,94.1,966
2,0.029,94.1,206
2,0.029,94.1,206
2,0.030,94.1,169
2,0.030,94.1,169
2,0.030,94.1,236
2,0.030,94.1,236
2,0.030,94.1,401
2,0.030,94.0,401
2,0.030,94.0,597
2,0.030,94.0,597
2,0.030,94.0,812
2,0.030,94.0,812
2,0.030,94.0,265
2,0.030,94.0,265
2,0.030,94.0,787
2,0.030,94.0,787
2,0.031,94.0,276
2,0.031,93.9,276
2,0.031,93.9,146
2,0.031,93.9,146
2,0.031,93.9,225
2,0.031,93.9,225
2,0.031,93.9,144
2,0.031,93.9,144
2,0.031,93.9,224
2,0.031,93.9,224
2,0.031,93.9,511
2,0.031,93.8,511
2,0.031,93.8,1065
2,0.031,93.8,1065
2,0.032,93.8,299
2,0.032,93.8,299
2,0.032,93.8,110
2,0.032,93.8,110
2,0.032,93.8,220
2,0.032,93.8,220
2,0.032,93.8,1130
2,0.032,93.7,1130
2,0.032,93.7,188
2,0.032,93.7,188
2,0.032,93.7,78
2,0.032,93.7,78
2,0.032,93.7,296
2,0.032,93.7,296
2,0.032,93.7,373
2,0.032,93.7,373
2,0.032,93.7,637
2,0.032,93.6,637
2,0.032,93.6,139
2,0.032,93.6,139
2,0.032,93.6,185
2,0.032,93.6,185
2,0.032,93.6,616
2,0.032,93.6,616
2,0.033,93.6,470
2,0.033,93.6,470
2,0.033,93.6,303
2,0.033,93.5,303
2,0.033,93.5,136
2,0.033,93.5,136
2,0.033,93.5,317
2,0.033,93.5,317
2,0.033,93.5,828
2,0.033,93.5,828
2,0.033,93.5,30
2,0.033,93.5,30
2,0.033,93.5,300
2,0.033,93.4,300
2,0.033,93.4,75
2,0.033,93.4,75
2,0.033,93.4,284
2,0.033,93.4,284
2,0.034,93.4,104
2,0.034,93.4,104
2,0.034,93.4,89
2,0.034,93.4,89
2,0.034,93.4,266
2,0.034,93.3,266
2,0.034,93.3,221
2,0.034,93.3,221
2,0.034,93.3,633
2,0.034,93.3,633
2,0.034,93.3,191
2,0.034,93.3,191
2,0.034,93.3,350
2,0.034,93.3,350
2,0.034,93.3,102
2,0.034,93.2,102
2,0.034,93.2,29
2,0.034,93.2,29
2,0.034,93.2,29
2,0.034,93.2,29
2,0.034,93.2,29
2,0.034,93.2,29
2,0.034,93.2,29
2,0.034,93.2,29
2,0.035,93.2,1652
2,0.035,93.1,1652
2,0.035,93.1,188
2,0.035,93.1,188
2,0.035,93.1,535
2,0.035,93.1,535
2,0.035,93.1,317
2,0.035,93.1,317
2,0.035,93.1,144
2,0.035,93.1,144
2,0.035,93.0,158
2,0.035,93.0,158
2,0.035,93.0,43
2,0.035,93.0,43
2,0.035,93.0,86
2,0.035,93.0,86
2,0.035,93.0,543
2,0.035,93.0,543
2,0.035,93.0,571
2,0.035,93.0,571
2,0.035,92.9,510
2,0.035,92.9,510
2,0.035,92.9,170
2,0.035,92.9,170
2,0.035,92.9,325
2,0.035,92.9,325
2,0.035,92.9,353
2,0.035,92.9,353
2,0.035,92.9,141
2,0.035,92.9,141
2,0.035,92.8,155
2,0.035,92.8,155
2,0.036,92.8,704
2,0.036,92.8,704
2,0.036,92.8,378
2,0.036,92.8,378
2,0.036,92.8,84
2,0.036,92.8,84
2,0.036,92.8,627
2,0.036,92.8,627
2,0.036,92.7,167
2,0.036,92.7,167
2,0.036,92.7,125
2,0.036,92.7,125
2,0.037,92.7,301
2,0.037,92.7,301
2,0.037,92.7,465
2,0.037,92.7,465
2,0.037,92.7,216
2,0.037,92.7,216
2,0.037,92.6,134
2,0.037,92.6,134
2,0.037,92.6,294
2,0.037,92.6,294
2,0.037,92.6,240
2,0.037,92.6,240
2,0.038,92.6,812
2,0.038,92.6,812
2,0.038,92.6,173
2,0.038,92.6,173
2,0.038,92.5,212
2,0.038,92.5,212
2,0.038,92.5,662
2,0.038,92.5,662
2,0.038,92.5,448
2,0.038,92.5,448
2,0.038,92.5,289
2,0.038,92.5,289
2,0.039,92.5,349
2,0.039,92.5,349
2,0.039,92.4,969
2,0.039,92.4,969
2,0.039,92.4,142
2,0.039,92.4,142
2,0.039,92.4,400
2,0.039,92.4,400
2,0.039,92.4,232
2,0.039,92.4,232
2,0.039,92.4,90
2,0.039,92.4,90
2,0.039,92.3,154
2,0.039,92.3,154
2,0.039,92.3,513
2,0.039,92.3,513
2,0.039,92.3,551
2,0.039,92.3,551
2,0.039,92.3,330
2,0.039,92.3,330
2,0.039,92.3,76
2,0.039,92.3,76
2,0.040,92.2,430
2,0.040,92.2,430
2,0.040,92.2,265
2,0.040,92.2,265
2,0.040,92.2,353
2,0.040,92.2,353
2,0.040,92.2,189
2,0.040,92.2,189
2,0.040,92.2,642
2,0.040,92.2,642
2,0.040,92.1,539
2,0.040,92.1,539
2,0.040,92.1,374
2,0.040,92.1,374
2,0.040,92.1,522
2,0.040,92.1,522
2,0.041,92.1,37
2,0.041,92.1,37
2,0.041,92.1,135
2,0.041,92.1,135
2,0.041,92.0,711
2,0.041,92.0,711
2,0.041,92.0,306
2,0.041,92.0,306
2,0.041,92.0,354
2,0.041,92.0,354
2,0.041,92.0,1252
2,0.041,92.0,1252
2,0.041,92.0,194
2,0.041,92.0,194
2,0.041,91.9,169
2,0.041,91.9,169
2,0.042,91.9,1479
2,0.042,91.9,1479
2,0.042,91.9,24
2,0.042,91.9,24
2,0.042,91.9,156
2,0.042,91.9,156
2,0.042,91.9,108
2,0.042,91.9,108
2,0.042,91.8,36
2,0.042,91.8,36
2,0.042,91.8,452
2,0.042,91.8,452
2,0.042,91.8,676
2,0.042,91.8,676
2,0.042,91.8,189
2,0.042,91.8,189
2,0.042,91.8,366
2,0.042,91.8,366
2,0.043,91.7,188
2,0.043,91.7,188
2,0.043,91.7,658
2,0.043,91.7,658
2,0.043,91.7,94
2,0.043,91.7,94
2,0.043,91.7,856
2,0.043,91.7,856
2,0.043,91.7,726
2,0.043,91.6,726
2,0.043,91.6,152
2,0.043,91.6,152
2,0.043,91.6,362
2,0.043,91.6,362
2,0.043,91.6,478
2,0.043,91.6,478
2,0.043,91.6,559
2,0.043,91.6,559
2,0.043,91.6,1369
2,0.043,91.5,1369
2,0.043,91.5,276
2,0.043,91.5,276
2,0.044,91.5,700
2,0.044,91.5,700
2,0.044,91.5,685
2,0.044,91.5,685
2,0.044,91.5,57
2,0.044,91.5,57
2,0.044,91.5,228
2,0.044,91.4,228
2,0.044,91.4,34
2,0.044,91.4,34
2,0.044,91.4,394
2,0.044,91.4,394
2,0.044,91.4,135
2,0.044,91.4,135
2,0.045,91.4,157
2,0.045,91.4,157
2,0.045,91.4,280
2,0.045,91.3,280
2,0.045,91.3,145
2,0.045,91.3,145
2,0.045,91.3,167
2,0.045,91.3,167
2,0.045,91.3,89
2,0.045,91.3,89
2,0.045,91.3,100
2,0.045,91.3,100
2,0.045,91.3,865
2,0.045,91.2,865
2,0.045,91.2,951
2,0.045,91.2,951
2,0.045,91.2,398
2,0.045,91.2,398
2,0.045,91.2,276
2,0.045,91.2,276
2,0.045,91.2,33
2,0.045,91.2,33
2,0.046,91.2,489
2,0.046,91.1,489
2,0.046,91.1,282
2,0.046,91.1,282
2,0.046,91.1,119
2,0.046,91.1,119
2,0.046,91.1,227
2,0.046,91.1,227
2,0.046,91.1,1055
2,0.046,91.1,1055
2,0.047,91.1,322
2,0.047,91.0,322
2,0.047,91.0,354
2,0.047,91.0,354
2,0.047,91.0,1179
2,0.047,91.0,1179
2,0.047,91.0,128
2,0.047,91.0,128
2,0.047,91.0,575
2,0.047,91.0,575
2,0.047,91.0,169
2,0.047,90.9,169
2,0.047,90.9,274
2,0.047,90.9,274
2,0.047,90.9,316
2,0.047,90.9,316
2,0.047,90.9,937
2,0.047,90.9,937
2,0.048,90.9,1442
2,0.048,90.9,1442
2,0.048,90.9,42
2,0.048,90.8,42
2,0.048,90.8,63
2,0.048,90.8,63
2,0.048,90.8,42
2,0.048,90.8,42
2,0.048,90.8,251
2,0.048,90.8,251
2,0.048,90.8,562
2,0.048,90.8,562
2,0.048,90.8,373
2,0.048,90.7,373
2,0.048,90.7,145
2,0.048,90.7,145
2,0.048,90.7,207
2,0.048,90.7,207
2,0.048,90.7,124
2,0.048,90.7,124
2,0.049,90.7,389
2,0.049,90.7,389
2,0.049,90.7,174
2,0.049,90.6,174
2,0.049,90.6,143
2,0.049,90.6,143
2,0.049,90.6,61
2,0.049,90.6,61
2,0.049,90.6,305
2,0.049,90.6,305
2,0.049,90.6,71
2,0.049,90.6,71
2,0.050,90.6,202
2,0.050,90.5,202
2,0.050,90.5,181
2,0.050,90.5,181
2,0.050,90.5,1070
2,0.050,90.5,1070
2,0.050,90.5,40
2,0.050,90.5,40
2,0.050,90.5,10
2,0.050,90.5,10
2,0.050,90.5,550
2,0.050,90.4,550
2,0.050,90.4,70
2,0.050,90.4,70
2,0.050,90.4,40
2,0.050,90.4,40
2,0.050,90.4,120
2,0.050,90.4,120
2,0.050,90.4,20
2,0.050,90.4,20
2,0.050,90.4,149
2,0.050,90.3,149
2,0.050,90.3,397
2,0.050,90.3,397
2,0.050,90.3,307
2,0.050,90.3,307
2,0.051,90.3,178
2,0.051,90.3,178
2,0.051,90.3,1918
2,0.051,90.3,1918
2,0.051,90.2,69
2,0.051,90.2,69
2,0.051,90.2,49
2,0.051,90.2,49
2,0.051,90.2,98
2,0.051,90.2,98
2,0.051,90.2,176
2,0.051,90.2,176
2,0.052,90.2,126
2,0.052,90.2,126
2,0.052,90.1,58
2,0.052,90.1,58
2,0.052,90.1,58
2,0.052,90.1,58
2,0.052,90.1,174
2,0.052,90.1,174
2,0.052,90.1,202
2,0.052,90.1,202
2,0.052,90.1,249
2,0.052,90.1,249
2,0.052,90.0,316
2,0.052,90.0,316
2,0.052,90.0,525
2,0.052,90.0,525
2,0.052,90.0,305
2,0.052,90.0,305
2,0.053,90.0,417
2,0.053,90.0,417
2,0.053,90.0,881
2,0.053,90.0,881
2,0.053,89.9,123
2,0.053,89.9,123
2,0.053,89.9,312
2,0.053,89.9,312
2,0.053,89.9,47
2,0.053,89.9,47
2,0.053,89.9,253
2,0.053,89.9,253
2,0.054,89.9,299
2,0.054,89.9,299
2,0.054,89.8,607
2,0.054,89.8,607
2,0.054,89.8,56
2,0.054,89.8,56
2,0.054,89.8,140
2,0.054,89.8,140
2,0.054,89.8,84
2,0.054,89.8,84
2,0.054,89.8,56
2,0.054,89.8,56
2,0.054,89.7,457
2,0.054,89.7,457
2,0.054,89.7,139
2,0.054,89.7,139
2,0.054,89.7,713
2,0.054,89.7,713
2,0.054,89.7,111
2,0.054,89.7,111
2,0.054,89.7,1358
2,0.054,89.7,1358
2,0.054,89.6,166
2,0.054,89.6,166
2,0.054,89.6,1377
2,0.054,89.6,1377
2,0.055,89.6,467
2,0.055,89.6,467
2,0.055,89.6,382
2,0.055,89.6,382
2,0.055,89.6,527
2,0.055,89.6,527
2,0.055,89.5,127
2,0.055,89.5,127
2,0.055,89.5,271
2,0.055,89.5,271
2,0.056,89.5,72
2,0.056,89.5,72
2,0.056,89.5,180
2,0.056,89.5,180
2,0.056,89.5,18
2,0.056,89.5,18
2,0.056,89.4,9
2,0.056,89.4,9
2,0.056,89.4,162
2,0.056,89.4,162
2,0.056,89.4,90
2,0.056,89.4,90
2,0.056,89.4,324
2,0.056,89.4,324
2,0.056,89.4,1510
2,0.056,89.4,1510
2,0.056,89.3,1255
2,0.056,89.3,1255
2,0.056,89.3,233
2,0.056,89.3,233
2,0.056,89.3,161
2,0.056,89.3,161
2,0.056,89.3,483
2,0.056,89.3,483
2,0.056,89.3,116
2,0.056,89.3,116
2,0.056,89.2,365
2,0.056,89.2,365
2,0.056,89.2,151
2,0.056,89.2,151
2,0.056,89.2,133
2,0.056,89.2,133
2,0.057,89.2,274
2,0.057,89.2,274
2,0.057,89.2,194
2,0.057,89.2,194
2,0.057,89.1,581
2,0.057,89.1,581
2,0.057,89.1,88
2,0.057,89.1,88
2,0.057,89.1,439
2,0.057,89.1,439
2,0.057,89.1,79
2,0.057,89.1,79
2,0.057,89.1,368
2,0.057,89.1,368
2,0.057,89.0,1156
2,0.057,89.0,1156
2,0.057,89.0,937
2,0.057,89.0,937
2,0.057,89.0,70
2,0.057,89.0,70
2,0.057,89.0,402
2,0.057,89.0,402
2,0.057,89.0,96
2,0.057,89.0,96
2,0.057,88.9,471
2,0.057,88.9,471
2,0.057,88.9,148
2,0.057,88.9,148
2,0.058,88.9,469
2,0.058,88.9,469
2,0.058,88.9,295
2,0.058,88.9,295
2,0.058,88.9,104
2,0.058,88.8,104
2,0.058,88.8,355
2,0.058,88.8,355
2,0.058,88.8,519
2,0.058,88.8,519
2,0.058,88.8,536
2,0.058,88.8,536
2,0.058,88.8,337
2,0.058,88.8,337
2,0.058,88.8,1069
2,0.058,88.7,1069
2,0.058,88.7,43
2,0.058,88.7,43
2,0.058,88.7,490
2,0.058,88.7,490
2,0.058,88.7,317
2,0.058,88.7,317
2,0.059,88.7,1194
2,0.059,88.7,1194
2,0.059,88.7,170
2,0.059,88.6,170
2,0.059,88.6,1742
2,0.059,88.6,1742
2,0.059,88.6,540
2,0.059,88.6,540
2,0.059,88.6,59
2,0.059,88.6,59
2,0.059,88.6,808
2,0.059,88.6,808
2,0.059,88.6,791
2,0.059,88.5,791
2,0.060,88.5,42
2,0.060,88.5,42
2,0.060,88.5,42
2,0.060,88.5,42
2,0.060,88.5,671
2,0.060,88.5,671
2,0.060,88.5,50
2,0.060,88.5,50
2,0.060,88.5,308
2,0.060,88.4,308
2,0.060,88.4,158
2,0.060,88.4,158
2,0.060,88.4,399
2,0.060,88.4,399
2,0.060,88.4,498
2,0.060,88.4,498
2,0.060,88.4,83
2,0.060,88.4,83
2,0.060,88.4,1572
